REGISTERED TOURISM FACILITIES  DATABASE AS AT SEPTEMBER 2022 ,,,,,,,,,,
CODE,PROVINCE,AREA,NAME OF FACILITY,ADDRESS,EMAIL,TELEPHONE,GRADE,EMPL,CAP,ROOMS
PSO 0113,Mat North,Matetsi,Matetsi Private Game Reserve,"John Ralph Thomas Moxon - Unit 7, Matetsi Safari Area, Kazungula Rd, Victoria Falls –P O Box 6310, Harare",receiptio@matetsivictoriafalls.com,086 7704779,,180,,
PSO 0121,Bulawayo,Bulawayo,Blue Horizon Lake Safaris,"P O Box 9023, Hillside, Bulawayo – J Glendinning",apgcon@yoafrica.com,"09 202860, 0772312298",,,,
PSO 0176,Mat South,Shangani,Jabulani Safaris,"Bon Accord Estate– P O Box19, Shangani",,0772 419 862,,,,
PSO 0201,Harare,Harare,Sunpath Safaris,"C Chittenden - P O Box WGT 416 Westgate, Harare",sunpath@mweb.co.zw ,054 2223980,,,,
PSO 0217,Bulawayo,Bulawayo,Tokoloshe Safaris,Lonnie Paul  Denney - 33 Southway Road Burniside Bulawayo.,tokoloshesafaris@gmail.com,0778 730 750,,,,
PSO 0221,Bulawayo,Bulawayo,Khanondo Tours and Safaris,Suite 715 York House 8th Ave/H Chitepo – P O Box FM 442 Famona Bulawayo – O Mpofu,trebo@comone.co.zw,0771 566 4210713 236 299,,,,
PSO 0226,Harare,Harare,Zimzac Eco Tourism,7 Glenara Avenue Eastle Harare,zimzac@generalmail.com,0772 444 116,,2,,
PSO 0236,Bulawayo,Bulawayo,Ivory Lodge,S W Stead -  Sikumi Tree Forest 23 Old Gwanda Road Hillside Bulawayo.,resman@amalindacollection.co.zw,002638677004210,Standard,1,,
PSO 0242,Mat North,Victoria Falls ,Discover Safaris ,C S Brightman.487 Marula Cresent Victoria Falls.,cat@yoafrica.com,013-45821,,6,,
PSO 0244,Harare,Harare,Kavinga Safaris,Rodney John Huch - 2 Worplestone Way Glen Lorne Harare,rodneyhuck@gmail.com,0772 239 197,,6,,
PSO 0245,Mat North,Victoria Falls,Kazuma Trails,D Carson - 372 Gibson road Victoria Falls,kaztrail@mweb.co.zw,0773 254 184,,2,,
PSO 0248,Bulawayo,Bulawayo,Camp Amalinda ,"Anglessea Farm Matopos. P.O. Box 9088, Hillside, Bulawayo",,0731 200 083,Comfort,,,
PSO 0254,Mat North,Victoria Falls,Dove and Hawk T/A Zambezi Crescent,"M.G Pangeti, Zambezi National Paaccountrks, P.O Box CT683, Victoria Falls",account@victoriafallsriverlodge.com,0772 104 591,,,,
PSO 0257,Mat North,Victoria Falls ,The Stanley and Livingstone Pvt Game Reserve,Mr Al Aujun-Old Ursula RoadNakavango Estate Victoria Falls,emuswera@sul .co.zw,0832 41003-9,,11,,
PSO 0261,Masvingo,Chiredzi,Lowveld Wanderer,Raymond Sandwith &Samuel Magwai - 17 Stanley Cook Road Triangle Chiredzi.,lowveldwanderer@gmail.com,"0778 764 200,0775 499 024",,4,,
PSO 0263,Mat North,Victoria Falls ,Ekaya Lodge Victoria Falls ,Garikai Nhamo Gwenzi &Joyce Sithole - Behind Zambezi Grid Bar Victoria Falls.,gwenzihardware@gmail.com,"0772 963 446,0772 703 422",,2,,
PSO 0264,Mat North,Dete,Hwange Wildlife Safaris ,Denmetri S Sibanda & Forgie Wilson - 1 Hwange National Park Airport Box 56 Dete.,"frogswilson@gmail.com,yussfwilson@gmail.com,accounts@hwangewildlifesafaris.com",0783 134 062,,,10,
PSO 0268,Mat North,Victoria Falls ,Verneys Camp  Pvt Ltd,B Munyenyiwa - 509 Acacia Crescent Victoria Falls.,blessing@love-for-africa.com,,,24,,
PSO 0271,Mash West,Mana Pools ,Great Plains Sapi Concession,Jacq Usher & Dereck Joubert - Sapi Concession Hurungwe District Council Karoi,jonathan@greatplainsconservation.com,083 2841336/7,Not yet Graded,5,,
PSO 0272,Mat North,Vic Falls,Mpala Jena - Photographic Safari,"Kevin D Lang - 10 km into the Zambezi Nat Park, Vic Falls. P Bag 9245 Hillside Bulawayo.",jenampala@gmail.com,773249990,,2,,
PSO 0273,Mat North,Hwange,Bayete Robins Camp,B Munyenyiwa  & M Johnson - Hwange National Park 719 Syringa Road Victoria Falls ,blessing@love-for-africa.com,0779 555 505,,27,,
PSO 0275,Mat North,Victoria Falls,Umdingi Safaris,"Clint K Robertson - 607 Mahogany Road, Victoria Falls",umdingisafaris@hotmail.com,0778233950,,1,,
PSO 0276,Mat North,Victoria Falls,Ashlian Safaris,J Brookstein- 594 Nguhwuma Victoria Falls,julian@brooksteinsafaris.com,0772 242 600,,1,,
PSO 0283,Bulawayo,Bulawayo,Matobo Hills Lodge,Josh Elliot-Matobo National Parks ,bookings@matoposhillslodge.com,"0772 278 512, 086 22269",,10,,
PSO 0287,Bulawayo,Bulawayo,Big Cave Safaris,David Osmond Waddy - Muhlahlandela Farm Matopos P O Box 88 Bulawayo,lodge@bigcavematopos.com,0772 177 243,,3,10,
PSO 0290,Mat North,Hwange ,Relaxnet Safaris T/A Camp Hwange ,D Carson - 231 Sopers Cresent Victoria Falls,accounts@camphwange.com,"09 242181/2,245279,77405,0715 653 450",,4,9,
PSO 0291,Mat North,Hwange,Kazuma Trails ,D Carson -  Robins Camp 231 Sopers Cresent Victoria Falls,accounts@camphwange.com,0785 220 175,,4,9,
PSO 0292,Bulawayo,Bulawayo,Vakatsha Safaris T/A Taylors Africa,"C. A Taylor - 15 Bunting Close, Burnside, Bulawayo",taylorsafrica@yoafrica.com,0773 068 498,,2,,
PSO 0293,Mat North,Hwange,African Sun Zimbabwe,"African Sun Zimbabwe - Farm 39, Dete , Hwange",Venon.Musimbe@africansunhotels.com,"0772 271 651,0772 664 459",,,,
PSO 0294,Mat North,Victoria Falls ,Kitapan Tours,A Murambiza - 8792 Mkhosana Township Victoria Falls ,info@kitapantours.com,0778 025 323,,2,10,
PSO 0298,Manicaland,Nyanga,Far and Wide Zimbabwe,"Lot 5 of Pamushana - P O Box 120, Juliasdale – Bernard Craigg ",info@farandwide.co.zw,0712 613 582,,,,
PSO 0299,Harare,Harare,Heritage Expeditions Africa ,Tendai Madziwanyika - 1 Pennfather Avenue Harare,tinashe@heritageexpeditionsafrica.com,0773 923 500,,3,10,
PSO 0300,Bulawayo,Bulawayo,Zambezi Cruise & Safaris,J Bristow - Matobo Hills Bulawayo P O Box 35 Selous,info@zambezicruisessafaris.com,0712 432 549,,,,
PSO 0303,Mat North,Hwange,Bumbusi Wilderness Camp,Ian Brent Leroux - Hwange National Parks Arda Estate Jotsholo Mataebeland Nort Bulawayo ,bumbusilodge@gmail.com,09 65871,,,,
PSO 0304,Mat North,Victoria Falls ,Sebna Safaris and Tours,Mukhululelwa & Precious Ndlovu - 1020 Aerodrome Victoria Falls ,khulendlovu@sebnasafaris.co.zw,0772112389/ 0773178829,,2,9,
PSO 0307,,Mana Pools ,Ingwe Pan,"John Alistair - Mana Pools 68 Courtney Selous, Victoria Falls",admin@robinscamp.com,0832841556,,10,,
PSO 0308,Mash West,Karoi,Cubs Den Lodges & Safaris ,Temba Peter Mliswa - Spring Resort Farm  Box 498 Karoi,cubsdensafaris@gmail.com,,,2,,
PSO 0310,Mash East,Mana Pools ,Nyamatusi Camp Game Drives ,Beks Ndlovu &Imray A Peter - Mana Pools National Parks 16 Preston Drive Alexandra Park Harare,accounts2@africanbushcamps.com,"08677101371, 0772 126 987",,46,24,12
PSO 0310,Mash West,Kariba ,Bumi hillls Safari Lodge & Spar  Game Drives ,J Rock - Bumi Hills Safari Lodge & Spar Kariba ,accounts2@africancbushcamps.com,0772 126 987,,6,,
PSO 0311,Harare,Harare,Thorngrow Enterprises,P Kuona - 5 Routledge Road Milton Park Harare,finance.thorngrow@gmail.com,0772 436 447,,3,9,
PSO 0312,Masvingo,Gonarezhou,Goarezhgou Game Drives ,Simon Capon - Gonarezhou National Park P Bag 7003 Chiredzi,reservations@gonarezhou.org,0779 788 811,,,,
PSO 0312,Masvingo,Goanarezhou,Ganarezhou Game Drives ,Simon Capon - Gonarezhou National Park P Bag 7003 Chiredzi,reservations@gonarezhou.org,0779 788 811,,,40,
PSO 0313,Mat North,Victoria Falls ,Wildserve Tours and Tours ,Vincent Dzangare - 433 Miles Road Victoria Falls ,wildserve@gmail.com,0778 025 100,,,,
PSO 0314,Harare,Harare,Breakfront Car Hire & Travel ,N Herbert - 155 Enterprise Road Chisipite Harare,breakfrontzim@gmail.com,0242 444802,,3,,
PSO 0315,Mat North,Victoria Falls ,Tuskers Investments ,Dustin R Harley -27 Kew Drive Highlands Harare,"dharley@gmail.com,memotsi@iwayafrica.co.zw",0772 355 116,,,,
PSO 0316,Mash West,Manapools ,Tailormade Safaris - PHOTOGRAPHIC,Humphrey M Gumpo - Manapools - 4 Mhembwe Close Mahombekombe Kariba,humphrey@tailormade-safaris.com,0775 384 475,,8,16,8
PSO 0317,Harare,Harare,Hidden Treasures Tours,C Hungwe - Stand No 28 Tynwald Lot 4 of  Tynwald Harare,deriyative.resources@gmail.com,0776 279 108,,6,,
PSO 0318,Bulawayo,Bulawayo,Black Rhino Safaris ,D & V Amyot - Plot No 6 Old Esigodini Road Gumtree Bulawayo,blackrhinosafaris1978@gmail.com,"0714 002 169,0772 264 416",Standard,13,10,
PSO 0319,Mat North,Victoria Falls ,Victoria Falls Production,T Varley - 558 Mopani Street Victoria Falls ,info@vicfallsproduction.com,0712 616 874,,,,
PSO 0320,Mash West,Makuti,Hurungwe Safaris ,M Damien - Phundundu Reserve Makuti ,wayne.cumming@iapf.org,0776 717 309,,74,,
RESTAURANTS ,,,,,,,,,,
RST 0017,Harare,Harare,Coimbra Restaurant,"61 Selous Avenue P O Box 4031, Harare",antoniojduartesimoes67@gmail.com,0242 700237,,26,,
RST 0039,Harare,Harare,Catercraft (Pvt) Ltd - Harare,"R G Mugabe International Airport – P.O.Box AP 30, Harare ",wchitiga@catercraft.co.zw,086 77000396,,21,,
RST 0073,Harare,Harare,Victoria Twenty Two,"22 Victoria Drive, Highlands, Harare",wollman@vic22.co.zw,"0776 270 901,0774 058 877",,,,
RST 0077,Harare,Harare,Cafe' Nush,Ramin Khalatbari. Deli shop 1 Std 2 Block 15C Avondale shopping centre,ramin@africaonline.co.zw,08677172548,,24,60,
RST 0079,Harare,Harare,St Elmos Restaurant - Belgravia,Robert Peter Mellor - 86 East Road Belgravia Harare.,admin@stelmos.co.zw,0242 334980/3,Standard,37,180,
RST 0097,Harare,Harare,Khaya Nyama Wombles Zimbabwe,"158 Enterprise Road,Harare",,09 2243176,,22,112,
RST 0106,Harare,Harare,Vali’s Bakery and Café (Pvt) Ltd,"Shop 10 Kensington Centre, Prince Edward St, Harare – Constantinos Dean Osman ",ntinos@iwayafrica.co.zw,0778 649 623,,,,
RST 0119,Harare,Harare,Chicken Inn – Msasa,"Beverely West Shopping Centre, Msasa, Harare",,"0242 776461,776526, 0772 428 381,775305/6",,,,
RST 0120,Harare,Harare,Chicken Inn – First Street,"First Street Ave,Harare",,"0242 776461,776526, 0772 428 381,775305/6",,,,
RST 0120,Harare,Harare,Chicken Inn- First St,"Simbisa Brands  - Edward Building, First St, Harare",,028 424260,,,,
RST 0121,Harare,Harare,Chicken Inn – Robert Mugabe ," M Khumbula 1 Walmer Drive Newlands Harare-105 Robert Mugabe Way, Harare",,"0242 776461,776526, 0772 428 381,775305/6",,,,
RST 0122,Harare,Harare,Chicken Inn – Speke Avenue ,"16885 Speke Avenue, Corner Inez Terrace, Harare",,"0242 776461,776526, 0772 428 381,775305/6",,,,
RST 0123,Harare,Harare,Pizza Inn –  105 Robert Mugabe ,"105 Robert Mugabe Way, Harare",,"04 666988,661794",,,,
RST 0124,Harare,Harare,Pizza Inn – Emerald Hill ,"100 The Chase, 1 of Lot 52, Mt Pleasant, Harare",,"04 776461,776526, 0772 428 381",,,,
RST 0126,Harare,Harare,Pizza Inn – Pomona ,"Pomona, Shopping Centre, Harare",,"04 666988,661794",,,,
RST 0127,Harare,Harare,Pizza Inn – Speke Avenue,"16885 Speke Avenue, Corner Inez Terrace, Harare",,04 780724/7,,,,
RST 0128,Harare,Harare,Pizza Inn – Msasa ,"Beverley West Shopping Centre, Msasa, Harare",,04 796609/10,,,,
RST 0129,Harare,Harare,Pizza Inn – Chisipite ,"86 Hindhead Road, Chisipite, Harare",,"04 666988,661794",,,,
RST 0131,Harare,Harare,Nandos – Pomona ,"Pomona Shopping Centre, Harare",,"04 666988,661794",,,,
RST 0132,Harare,Harare,Nandos – Avondale,"320 – 14 King George, Avondale, Harare",,"04 666988,661794",,,,
RST 0135,Harare,Harare,Nandos – Msasa,Simbisa - 42A Beverly East Msasa Harare,,"04 666988,661794",,,,
RST 0138,Harare,Harare,Nandos – Speke Avenue,"16885 Speke Avenue, Corner Inez Terrace, Harare",,054 229138,,,,
RST 0140,Harare,Harare,Steers – Pomona,"Pomona Shopping Centre, Harare",,054 229138,,,,
RST 0141,Harare,Harare,Steers- Nelson Mandela,"Old Shell House, Nelson Mandela, Harare",,04 796609/10,,,,
RST 0165,Harare,Harare,Connections ,Thomas P Deuschle Celebration Centre – 162 Swan Drive Borrowdale,kumbirayi.nyamadzawa@celebrate.org,0714 128 918,,12,60,
RST 0171,Harare,Harare,Mojo's Restaurant and Coffee Shop,"Julie V Webb - 10 East Road,Avondale,Harare",mojos@zol.co.zw,"0776 213 321,0782 635 830",,,,
RST 0175,Harare,Harare,Macadams Food Court,34 Samora Machel Ave Hre. Farouk Adams,-,0774 422 416,,,,
RST 0202,Harare,Harare,Garfunkel's Grill ,"Wachuma Investments (Pvt) Ltd - Shop 110 Sam Levy, Borrowdale, Harare ",accounts3@garfunkels.co.zw,0772 319 360,Comfort ,30,60,
RST 0212,Harare,Harare,Shangri-La ,"Jain  Ping Hu. 155 Enterprise Road, Chisipite, Harare",,0776792419/0771 566 715/702 402/0733 316 739,,26,,
RST 0214,Harare,Harare,Alo Alo Restaurant,A. Orford - 10 Forest Road Arundel Village Harare.,aloalolesley@gmail.com ,0773 265 932/3,,15,,
RST 0218,Harare,Harare,OK Red Diner 1st  Street,V Zireva--1st Street Harare,"vchamunorwa@okzim.co.zw,eshoniwa@okzim.co.zw",0242 757 311/9,,,,
RST 0234,Bulawayo,Bulawayo,Chicken Inn  Bulawayo,"Hard White Trading,Cnr L. Takawira &Fort St- Box 1001 Bulawayo",,"0242 776461,776526, 0772 428 381,775305/6",,,,
RST 0235,Bulawayo,Bulawayo,Chicken Inn Jason Moyo Ave/ 8th Street,Hard White Trading Box 1001 Bulawayo,,054-229 138,,,,
RST 0236,Bulawayo,Bulawayo,Chicken Inn R. Mugabe/ 9th Street,Hard White Trading Box 1001 Bulawayo,,"04 666988,661794 / 0772 938 695",,,,
RST 0237,Bulawayo,Bulawayo,Nandos Jason Moyo Street,J Moyo St Hard White Trading Box 1001 Bulawayo,,60925,,,,
RST 0239,Bulawayo,Bulawayo,Zarah Lounge,Mr Phathisani Nkomo - 101 Robert Mugabe way Bulawayo. ,lissle.ent@gmail.com,"242 777139-157-207,772963/9, 0773195428",,28,100,
RST 0250,Harare,Harare,Bon Marche Restaurant Mt Pleasant,"Bon Marche Mt Pleasant Bond St, 7 Ramon St Graniteside Box 3081 Harare","vchamunorwa@okzim.co.zw,eshoniwa@okzim.co.zw",04 75711-9,,,,
RST 0254,Bulawayo,Bulawayo,Chicken Inn 11th Ave & Fort St,Crn Fort and 11th Ave Hard White Trading Box 1001 Bulawayo,,"0242 776461,776526, 0772 428 381,775305/6",,,,
RST 0256,Harare,Harare,Harare Gardens Restaurant ,137 Herbert Chitepo Ave Harare Gardens,,"0776 2099 91,0777810545,0734 230 805",,10,,
RST 0271,Harare,Harare,Donut Den Coffee Shop,K.C.Tsangamwe-Ground Flr Eastgate Complex-P.O Box WGT 1152 Westgate Hre,,0773 175 983,,6,,
RST 0286,Bulawayo,Bulawayo,Haefelis Swiss Bakery,"105 Fife Avenue ,Bulawayo /Hard White trading P/L",,0781 111 833,,,,
RST 0295,Midlands ,Gweru,Waldorf Café and Bakery,S Rensburg - 60 5th St P O Box 623 Gweru,waldorf.zw@gmail.com,0772 302 145,Standard,7,50,
RST 0319,Mat North,Victoria Falls,The Boma Place of Eating,Nommy Vuma-Stand 471 Squire Cumming Road Victoria Falls,nommy@africaalbida.co.zw/boma@saflodge.co.zw,(083) 2843201,,,,
RST 0323,Harare,Harare,Brazita Coffee,C Muchero - Southampton House First Street Cnr Kwame Kruma Way Harare,chipomuchero@gmail.com,0772 791 182,,6,,
RST 0327,Bulawayo,Bulawayo,Chicken Inn Takawira,Cnr J Tongogara & L Takawira P.O 1001 Bulawayo,omasara@innscorbyo.co.zw,"0242 776461,776526, 0772 428 381,775305/6",,,,
RST 0330,Bulawayo,Bulawayo,Steers Takawira Bulawayo,"88 Fort street P.O Box 1001 , Bulawayo",omasara@innscorbyo.co.zw,04 304043,,,,
RST 0332,Bulawayo,Bulawayo,Pizza Inn Takawira,"88 Fort street P.O Box 1001 , Bulawayo",wmercres@inscorbyo.co.zw,"04-750925,753482",,,,
RST 0333,Bulawayo,Bulawayo,Pizza Inn 8th avenue,Cnr 8th avenue/ Jason Moyo P.O Box 1001 Bulawayo,,04 796609/10,,,,
RST 0334,Mat North,Victoria Falls,Pizza Inn Victoria Falls,"Shop 7,8 & 9 Parkway drive,Victoria Falls",omasara@innscorbyo.co.zw,013 40075,,,,
RST 0335,Harare,Harare,Chapman Golf club,"S.Machel avenue,East Eastlea,Box HG 153 Highlands,Harare",chapman@zol.co.zw,0772 441 661,,,,
RST 0336,Mat North,Victoria Falls,Chicken Inn Victoria Falls,"Shop 7,8 & 9 Parkway drive,Victoria Falls",omasara@innscorbyo.co.zw,0776 467 199/0774 168 603,,,,
RST 0337,Mat North,Victoria Falls,Haefilis Victoria Falls,"Shop 7,8 & 9 Parkway drive,Victoria Falls",omasara@innscorbyo.co.zw,0832844737/9,,,,
RST 0339,Harare,Harare,Bolero Restaurant,"Thembani Y Ngwane- Shop 3 Chisipite Shopping Centre, Harare",jdtich@yahoo.com,0771 117 250,,,,
RST 0341,Harare,Harare,OK Rusape,"Ok Zimbabwe-No 39A-40 Rusape, Box 3081, Harare","vchamunorwa@okzim.co.zw,eshoniwa@okzim.co.zw",0242 757 311/9,,,,
RST 0348,Harare,Harare,Casa Mia,"Nevio Prandini- 100 Cnr Arbedeen Rd/ King George Rd, Avondale Harare ",Prandinin@zol.co.zw,0772 254 008,,,,
RST 0354,Harare,Harare,Chicken Inn Road Port,G Munyanyi 163 Fife Avenue Harare, ,054 229138,,,,
RST 0355,Harare,Harare,Beverlino Restaurant,"Blazio Madamba-100 Nelson Mandela,Harare",madambarosalia@gmail.com,0772 237 884,,4,,
RST 0358,Harare,Harare,Pizza Inn – Fife Ave ,Fife Avenue Shopping Centre Harare,,"04 776461,776526, 0772 428 381",,,,
RST 0361,Harare,Harare,Chicken Inn – Fife Ave,Fife Avenue Shopping Centre Harare,,"0242 776461,776526, 0772 428 381,775305/6",,,,
RST 0362,Harare,Harare,Chicken Inn Construction hse,"L.Takawira & N.Mandela Ave ,Harare",,0292 227457,,,,
RST 0375,Harare,Harare,Little Mereki," M E Chiimba  - Stand 36 Exhibition Park-Harare Showground,Harare",muziwi@gmail.com,0772 377 040,,5,,
RST 0385,Harare,Harare,Antonios Restaurant,"Anthony Berans - Shop 5 Samuels Place,Sam Levy's Village Borrowdale Harare",ant.berens@gmail.com,0772 349 444,,15,,
RST 0395,Midlands ,Mvuma ,Pizza Slice Mvuma ,"Stand 580,Harare,Masvingo Highway,Mvuma",conzools@mweb.co.zw,04-571919,,,,
RST 0396,Midlands ,Mvuma,Chicken Slice Mvuma ,"Stand 580,Harare,Masvingo Highway,Mvuma",contools@mweb.co.zw,"0734 965 456, 04 - 571919",,,,
RST 0422,Midlands ,Kwekwe,Chicken Inn Total Complex,"Assyria Investment- 10 Robert Mugabe Way, Kwekwe",m.kumbula@innscorafrica.co,04 - 799609,,,,
RST 0435,Harare,Harare,Spar Bistro," Robert Spencer  Std 216 The Chase Mt Pleasant ,Groombridge, Harare",robert.spencer@arundel.spar.co.zw,0773 500 344,,,,
RST 0436,Harare,Harare,OK Robson Manyika,7 Ramon Road Graniteside. P.O Box 3081 Harare,"vchamunorwa@okzim.co.zw,eshoniwa@okzim.co.zw",0242 757 311/9,,,,
RST 0437,Harare,Harare,OK Julius Nyerere,7 Ramon Road Graniteside. P.O Box 3081 Harare,"vchamunorwa@okzim.co.zw,eshoniwa@okzim.co.zw",0242 757 311/9,,,,
RST 0438,Harare,Harare,Vee's Restaurant,"V.Chovunoita-268B 2nd Street, Showground Harare",veechovu74@gmail.com,0773595616,,,,
RST 0440,Manicaland,Mutare,Nandos Mutare,"Theodore Yatras-70 Herbert Chitepo Street, Mutare",,0731 200 909,,,,
RST 0441,Harare,Harare,Chicken Slice Chinhoyi Street ,Tawanda Mutyebere-Stand 1514BMbuyanehanda Street Cnr Chinhoyi,contools@mweb.co.zw,04 571919/5,,,,
RST 0442,Harare,Harare,Pizza Slice Chinhoyi Street,Tawanda Mutyebere-Stand 151B Mbuyanehanda Street Cnr Chinhoyi,contools@mweb.co.zw,04-571919,,,,
RST 0443,Harare,Harare,The Village Spar Restaurant ,George Manyere-Shop 130 Sam Levy's Village Borrowdale Harare,losscontrol2@spar.co.zw,0776 001 405,,20,60,
RST 0446,Masvingo,Masvingo,Chicken Inn Masvingo,"1198 Robert Mugabe Way, Hotel Victoria, Masvingo",,"0242 776461,776526, 0772 428 381,775305/6",,,,
RST 0447,Masvingo,Masvingo,Pizza Inn Masvingo,"G Munyanyi-1198 Robert Mugabe Way,Hotel Victoria Masvingo",,01344471,,,,
RST 0452,Harare,Harare,Londoners Sports Bar Restaurant,"Deborah Joyce Mubi - 161 A Suffolk Rd Strathaven, Harare",londoners.sportsbar@yahoo.com,0779 487 844,,15,100,
RST 0453,Harare,Harare,Zim Cafe,"S Manhando - 124 Kwame Nkrumah Ave, Harare",zimcafe2020@gmail.com,0772310182/703111,,,,
RST 0456,Mat South,Beitbridge,Pizza Inn Beitbridge,"1951 Caltex Star, Beitbridge,",,,,,,
RST 0457,Mat South,Beitbridge,Chicken Inn Beitbridge,1951 Caltex Star Stop Beitbridge,,"0242 776461,776526, 0772 428 381,775305/6",,,,
RST 0460,Harare,Harare,Steers Samora Machel,Samora Machel Ave opp.Holiday Inn,,08523 22416,,,,
RST 0461,Harare,Harare,Pizza Inn Samora Machel,G Munyanyi-Samora Machel Ave opp.Holiday Inn,,0773 452 653/0242 780721/9,,,,
RST 0464,Harare,Harare,Chicken Inn Samora Machel,Samora Machel Ave opp.Holiday Inn,,0773 452 653/0242 780721/9,,,,
RST 0469,Harare,Harare,Brentos Coffee Shop (Pvt) Ltd,"Chantelle Marie Willcox-16 Greendale Avenue, Greendale Harare",chantellebrent@gmail.com,0242 497504,,,,
RST 0470,Harare,Harare,Paula's Place,"Paula Conceicao-314 Samora Machel Ave- Eastlea, Harare",,04-704781-7,,,,
RST 0472,Harare,Harare,Pizza Inn-Simon Mazorodze,"Innscor Zimbabwe-Simon Mazorodze Way, Opposite ZBC Mbare Sudios, Harare",,0712 399 174,,,,
RST 0473,Harare,Harare,Chicken Inn Westend,"G. Munyanyi-167a-89 Mbuya Nehamda St Hre,1st floor Edward Building cnr 1st St &N.Mandela P.O Box CY 1035,Ccauseway Harare",,054 229138,,,,
RST 0475,Harare,Harare,Chicken Inn Simon Mazorodze,"Simon Mazorodze Rd,Opposite Zbc Mbare Studios,1st floor Edward Building cnr 1st St & N.Mandela P.O Box CY 1035 Causeway  Harare",,09 889678,,,,
RST 0476,Harare,Harare,Chicken Inn Belgravia (Parkwell),"G.Munyanyi-Second St Extension,1st floor Edward Building cnr 1st &N.Mandela",,"0242 776461,776526, 0772 428 381,775305/6",,,,
RST 0477,Harare,Harare,Chicken Inn Emerald Hill,"G. Munyanyi-100 the Chase, 1 of Lot 52, Mt Pleasant, Harare,1st Floor Edward Building cnr 1st St & N.Mandela P.O Box CY 1035 Causeway,Harare",,"0242 776461,776526, 0772 428 381",,,,
RST 0478,Harare,Harare,Nandos Marimba,"G Munyanyi-Marimba Shopping centre,1st floor Edward Building cnr 1st St & N.Mandela P.O.Box CY1035,Causeway Harare",,020 67995,,,,
